timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749550455877,2,GET Root,200,OK,User Load 1-58,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455877,2,GET Root,200,OK,User Load 1-48,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455881,2,GET Root,200,OK,User Load 1-28,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455882,2,GET Root,200,OK,User Load 1-38,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455887,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455890,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455963,2,GET Root,200,OK,User Load 1-99,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455966,2,GET Root,200,OK,User Load 1-89,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455969,2,GET Root,200,OK,User Load 1-69,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455969,3,GET Root,200,OK,User Load 1-79,text,true,,139,116,100,100,http://localhost:8080/,3,0,1
1749550455974,3,GET Root,200,OK,User Load 1-49,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455975,2,GET Root,200,OK,User Load 1-59,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455979,2,GET Root,200,OK,User Load 1-39,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455983,2,GET Root,200,OK,User Load 1-29,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455987,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550455988,2,GET Root,200,OK,User Load 1-19,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456063,2,GET Root,200,OK,User Load 1-100,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456066,2,GET Root,200,OK,User Load 1-90,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456069,2,GET Root,200,OK,User Load 1-80,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456072,2,GET Root,200,OK,User Load 1-70,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456075,2,GET Root,200,OK,User Load 1-60,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456076,2,GET Root,200,OK,User Load 1-50,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456081,2,GET Root,200,OK,User Load 1-40,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456083,2,GET Root,200,OK,User Load 1-30,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456088,2,GET Root,200,OK,User Load 1-20,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456091,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456167,2,GET Root,200,OK,User Load 1-81,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456167,2,GET Root,200,OK,User Load 1-91,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456171,2,GET Root,200,OK,User Load 1-71,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456177,2,GET Root,200,OK,User Load 1-51,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456177,2,GET Root,200,OK,User Load 1-61,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456181,2,GET Root,200,OK,User Load 1-41,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456181,2,GET Root,200,OK,User Load 1-31,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456184,2,GET Root,200,OK,User Load 1-21,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456191,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456265,2,GET Root,200,OK,User Load 1-92,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456268,2,GET Root,200,OK,User Load 1-82,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456268,2,GET Root,200,OK,User Load 1-72,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456273,2,GET Root,200,OK,User Load 1-62,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456276,2,GET Root,200,OK,User Load 1-52,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456278,2,GET Root,200,OK,User Load 1-42,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456282,2,GET Root,200,OK,User Load 1-32,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456284,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456288,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456339,2,GET Root,200,OK,User Load 1-1,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456339,2,GET Root,200,OK,User Load 1-2,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456367,2,GET Root,200,OK,User Load 1-93,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456368,2,GET Root,200,OK,User Load 1-83,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456371,2,GET Root,200,OK,User Load 1-73,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456372,2,GET Root,200,OK,User Load 1-63,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456379,2,GET Root,200,OK,User Load 1-43,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456380,2,GET Root,200,OK,User Load 1-53,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456381,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456391,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456391,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456398,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456467,2,GET Root,200,OK,User Load 1-94,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456470,2,GET Root,200,OK,User Load 1-84,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456471,2,GET Root,200,OK,User Load 1-74,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456474,2,GET Root,200,OK,User Load 1-64,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456475,2,GET Root,200,OK,User Load 1-54,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456478,2,GET Root,200,OK,User Load 1-44,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456482,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456484,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456488,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456494,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456566,2,GET Root,200,OK,User Load 1-95,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456567,2,GET Root,200,OK,User Load 1-85,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456571,2,GET Root,200,OK,User Load 1-75,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456577,2,GET Root,200,OK,User Load 1-65,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456577,3,GET Root,200,OK,User Load 1-55,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456580,2,GET Root,200,OK,User Load 1-45,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456581,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456585,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456588,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456595,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456666,2,GET Root,200,OK,User Load 1-96,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456666,3,GET Root,200,OK,User Load 1-86,text,true,,139,116,100,100,http://localhost:8080/,3,0,1
1749550456671,2,GET Root,200,OK,User Load 1-76,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456674,2,GET Root,200,OK,User Load 1-66,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456677,2,GET Root,200,OK,User Load 1-46,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456678,2,GET Root,200,OK,User Load 1-56,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456680,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456686,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456692,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456692,3,GET Root,200,OK,User Load 1-6,text,true,,139,116,100,100,http://localhost:8080/,3,0,1
1749550456765,2,GET Root,200,OK,User Load 1-97,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456767,2,GET Root,200,OK,User Load 1-87,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456771,2,GET Root,200,OK,User Load 1-77,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456774,2,GET Root,200,OK,User Load 1-67,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456779,2,GET Root,200,OK,User Load 1-47,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456779,2,GET Root,200,OK,User Load 1-57,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456784,2,GET Root,200,OK,User Load 1-27,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456784,2,GET Root,200,OK,User Load 1-37,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456790,2,GET Root,200,OK,User Load 1-17,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456793,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456866,2,GET Root,200,OK,User Load 1-98,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456868,2,GET Root,200,OK,User Load 1-88,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456869,2,GET Root,200,OK,User Load 1-78,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456873,2,GET Root,200,OK,User Load 1-68,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456880,2,GET Root,200,OK,User Load 1-58,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456880,2,GET Root,200,OK,User Load 1-48,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456884,2,GET Root,200,OK,User Load 1-28,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456884,3,GET Root,200,OK,User Load 1-38,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456890,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456893,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550456966,2,GET Root,200,OK,User Load 1-99,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550456969,1,GET Root,200,OK,User Load 1-89,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456972,1,GET Root,200,OK,User Load 1-69,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456973,1,GET Root,200,OK,User Load 1-79,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456978,1,GET Root,200,OK,User Load 1-59,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456978,2,GET Root,200,OK,User Load 1-49,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550456982,1,GET Root,200,OK,User Load 1-39,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456986,1,GET Root,200,OK,User Load 1-29,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456990,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550456991,1,GET Root,200,OK,User Load 1-19,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457066,2,GET Root,200,OK,User Load 1-100,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457069,1,GET Root,200,OK,User Load 1-90,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457072,1,GET Root,200,OK,User Load 1-80,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457075,1,GET Root,200,OK,User Load 1-70,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457078,1,GET Root,200,OK,User Load 1-60,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457079,1,GET Root,200,OK,User Load 1-50,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457084,2,GET Root,200,OK,User Load 1-40,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457086,1,GET Root,200,OK,User Load 1-30,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457091,2,GET Root,200,OK,User Load 1-20,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457094,1,GET Root,200,OK,User Load 1-10,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457170,2,GET Root,200,OK,User Load 1-91,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457170,2,GET Root,200,OK,User Load 1-81,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457174,2,GET Root,200,OK,User Load 1-71,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457180,2,GET Root,200,OK,User Load 1-51,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457180,2,GET Root,200,OK,User Load 1-61,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457184,2,GET Root,200,OK,User Load 1-41,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457184,2,GET Root,200,OK,User Load 1-31,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457186,2,GET Root,200,OK,User Load 1-21,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457194,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457268,2,GET Root,200,OK,User Load 1-92,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457271,2,GET Root,200,OK,User Load 1-82,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457271,2,GET Root,200,OK,User Load 1-72,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457275,2,GET Root,200,OK,User Load 1-62,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457279,2,GET Root,200,OK,User Load 1-52,text,true,,139,116,100,100,http://localhost:8080/,1,0,0
1749550457280,2,GET Root,200,OK,User Load 1-42,text,true,,139,116,100,100,http://localhost:8080/,2,0,0
1749550457285,2,GET Root,200,OK,User Load 1-32,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457286,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457290,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457342,2,GET Root,200,OK,User Load 1-1,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457342,2,GET Root,200,OK,User Load 1-2,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457370,2,GET Root,200,OK,User Load 1-93,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457371,2,GET Root,200,OK,User Load 1-83,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457374,2,GET Root,200,OK,User Load 1-73,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457374,2,GET Root,200,OK,User Load 1-63,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457382,2,GET Root,200,OK,User Load 1-43,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457383,2,GET Root,200,OK,User Load 1-53,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457384,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457394,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457394,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457401,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457470,2,GET Root,200,OK,User Load 1-94,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457474,2,GET Root,200,OK,User Load 1-84,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457474,2,GET Root,200,OK,User Load 1-74,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457477,2,GET Root,200,OK,User Load 1-64,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457477,2,GET Root,200,OK,User Load 1-54,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457480,2,GET Root,200,OK,User Load 1-44,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457485,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457487,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457491,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457497,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457569,2,GET Root,200,OK,User Load 1-95,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457570,2,GET Root,200,OK,User Load 1-85,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457574,2,GET Root,200,OK,User Load 1-75,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457580,2,GET Root,200,OK,User Load 1-65,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457580,3,GET Root,200,OK,User Load 1-55,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457583,2,GET Root,200,OK,User Load 1-45,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457584,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457588,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457590,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457597,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457669,2,GET Root,200,OK,User Load 1-96,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457669,3,GET Root,200,OK,User Load 1-86,text,true,,139,116,100,100,http://localhost:8080/,3,0,1
1749550457673,2,GET Root,200,OK,User Load 1-76,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457676,2,GET Root,200,OK,User Load 1-66,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457679,2,GET Root,200,OK,User Load 1-46,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457680,2,GET Root,200,OK,User Load 1-56,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457683,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457689,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457695,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457695,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
1749550457767,2,GET Root,200,OK,User Load 1-97,text,true,,139,116,100,100,http://localhost:8080/,2,0,1
